Russian,Occidental,Extra Info
разделять|отбирать,separar • separa • separat,"<B>R: </B>separa|r<BR>разделять, отбирать<BR>-t, --ion, --or, in-bil."
спрут,sepia,<B>R: </B>sepia<BR> спрут<BR>(animale e color)
сентябрь,septembre,<B>R: </B>septembr|e<BR> сентябрь
заразный,septic,"<B>R: </B>sept|ic<BR><I><B>s</B></I> заразный<BR>anti-, -{s}is."
хоронить,sepulter • sepulte • sepultet,"<B>R: </B>sepult|er<BR>хоронить<BR>-ur, -oria, -ero."
следовать,sequer,следовать
секвестр,sequestre,"<B>R: </B>sequestr|e<BR> секвестр<BR>-ar, -ation."
искать,serchar • sercha • serchat,"<B>R: </B>serch|ar<BR>искать<BR>--abil, -ero."
ясный|спокойный,seren,"<B>R: </B>seren<BR> ясный, спокойный<BR>-ita', a-ar."
серенада,serenade,<B>R: </B>serenad|e<BR> серенада
сержант,sergeant • sergeante • sergente,"<B>R: </B>sergeant<BR>сержант<BR>(var. serjant), rang militari"
серия,serie,<B>R: </B>seri|e<BR> серия<BR>-al.
канарейка,serine,канарейка
серьёзный,seriosi,<B>R: </B>serios|i<BR> серьёзный<BR>-ita'.
змея,serpente • serpent,"<B>R: </B>serpent<BR>змея<BR>-in, -ar, -atre, -ari."
сдавливать|сжимать,serrar • serra • serrat,"сдавливать, сжимать"
замо'к|навесной|замок,serrure,"замо'к, <BR><B>serrure pendent</B> навесной замок"
противоядная|сыворотка,serum,<B>R: </B>ser|um<BR> противоядная сыворотка
сервиз,service,сервиз
услуга,servicie,услуга
салфетка,serviette,<B>R: </B>servi|ette<BR> салфетка
служить,servir • servi • servit,служить
сервиз,servis,<B>R: </B>servis<BR> сервиз<BR>(= vasage de table)
барщина,servitute,барщина
слуга,servo • serva,"<B>R: </B>serv|o<BR>слуга<BR>-r, -itor, -agie, -icie, -al'a, -itu, -entie, -il, --ism, --ita', de-ir."
сезон|время|года,seson • sesone,"<B>R: </B>seson<BR>сезон, время года"
сессия,session • sessione,сессия
сестра,sestra,<B>R: </B>sestr|a<BR> сестра
семь,set,<B>R: </B>set<BR> семь<BR>= 7
жажда,sete,жажда
семь,sett,семь см. <A href='bword://set'>set</A>
семьдесят,setti,"<B>R: </B>setti<BR> семьдесят, 70<BR>= 70"
щетина,setul • setule,"<B>R: </B>setul<BR>щетина<BR>-ura, -age, -osi."
строгий|суровый,severi • sever,"<B>R: </B>sever<BR>строгий, суровый<BR>-ita'."
секстант,sextant,<B>R: </B>sextant<BR> секстант<BR>(instrument astronomic)
пол|род,sexu,"<B>R: </B>sexu<BR> пол, род<BR>-al, --ita', -ism."
шар,sfere,"<B>R: </B>sfer|e<BR><I><B>*</B></I> шар<BR>(= sphere) geom. -ic, -oid, -ometre."
шекель|фин,shacle,<B>R: </B>shacle<BR>шекель<BR>фин.
шаль,shal • shale,<B>R: </B>shal<BR>шаль<BR>(vide chal)
шельф,shelf • shelfe,<B>R: </B>shelf<BR><B><I>*</B></I> шельф<BR>li parte del continentes sub li desprofund regiones del ocean.
шериф,sheriff,<B>R: </B>sheriff<BR> шериф
шиллинг,shilling,<B>R: </B>shilling<BR> шиллинг
судно|корабль,ship,"<B>R: </B>ship<BR> судно, корабль<BR>= nave"
шокировать,shocar • shoca • shocat,<B>R: </B>shoc|ar<BR>шокировать<BR>(choc)
шрапнель,shrapnell • shrapnelle,<B>R: </B>shrapnell<BR>шрапнель<BR>(milit.)
обходить|переходить|на|запасной|путь|шунтировать,shuntar • shunta • shuntat,"обходить, переходить на запасной путь, шунтировать"
если,si,<B>R: </B>si<BR> если<BR>conj.
и|всёже|да|однако|да,si' • si • sн,"<B>R: </B>si'<BR>и всёже да, однако да<BR>affirmation pos negation"
шипеть|свистеть,sibilar • sibila • sibilaе,"<B>R: </B>sibil|ar<BR>шипеть, свистеть<BR>- son, -ant."
сухой|тощий,sicc,"<B>R: </B>sicc<BR> сухой, тощий<BR>-ore, -ura, -ar, ex-ar, -ativ"
звезда,sidere,"<B>R: </B>sidere<BR><I><B>*</B></I> ? звезда<BR>-ic, -al, syn. astre, stelle."
свистеть,sifflar • siffla • sifflat,свистеть см. <A href='bword://siflar'>siflar</A>
свистать,siflar,"<B>R: </B>sifl|ar<BR> свистать<BR>-a, -ada, -uore, -ette, per-ar, --ade, --age"
печать,sigill • sigille,"<B>R: </B>siyill<BR>печать (штамп)<BR>-ar, -ator, -stamp"
сигнал,signal • signale,"<B>R: </B>signal<BR>сигнал<BR>-isar, --tion."
знак,signe,"<B>R: </B>sign|e<BR> знак<BR>-ar, contra-ar, as-ar, -atur, -atario"
означать,significar • significa • significat,<B>R: </B>significa|r<BR>означать<BR>-tion
тишина,silent • silente,"<B>R: </B>silent<BR>? тишина<BR>-ie, -os, -ar, vid. facer."
кремень|кремшй,silice,"<B>R: </B>silic|e<BR> кремень, кремшй<BR>-at, -ium"
шёлк,silk,шёлк
слог,sillabe • sillab,"<B>R: </B>sillab<BR>слог<BR>(syllab) -ar, -al"
символ,simbol,символ
обезьяна,simie,обезьяна
похожий,simil • simili,"<B>R: </B>simil<BR>похожий<BR>-ita', -ear, -isar, a(s)-ar, ---tion"
обезьяна,simio,"<B>R: </B>simi|o<BR> обезьяна<BR>-a, -ar, -atr, -erie, -il, vid. macaco"
простой,simpl • simpli,"<B>R: </B>simpl<BR>простой<BR>-i, -ic, --ita', -ificar, -ess."
простой,simplic • simpl,простой
просто,simplicmen,просто
притворяться,simular • simula • simulat • simulant,"<B>R: </B>simul|ar<BR>притворяться<BR>-ant, -ation"
одновременный,simultan,<B>R: </B>simultan<BR><I><B>*</B></I> одновременный<BR>= sam-moment-an.
без,sin,<B>R: </B>sin<BR> без
горчица,sinap • sinape,<B>R: </B>sinap<BR>горчица
откровенный|искренний,sinceri • sincer,"<B>R: </B>sincer<BR>откровенный, искренний<BR>-ita'"
синдикат,sindicate,синдикат
рыдать,singlutar • singluta • singlutat,<B>R: </B>singlut|ar<BR>рыдать
в|отдельности|единственный,singul • singuli,"<B>R: </B>singul<BR>в отдельности,единственный<BR>-are, -ari, --ta'"
роковой|бедовый,sinistri,"<B>R: </B>sinistr|i<BR> роковой, бедовый"
безработный,sinlabor • sinlabori,безработный
грудь|пазуха,sinn • sinne,<B>R: </B>sinn<BR>грудь пазуха<BR>-os
чрево|утроба,sinu,"чрево, утроба"
сироп,sirop • sirope,<B>R: </B>sirop<BR>сироп
глотать,sirotar,глотать
землитрясение,sisme,землитрясение
система,sistema,система
ведро,sitelle • sitell,<B>N:</B> sitelle<BR><B>R: </B>sitell<BR>ведро
жажда,sitie,"<B>R: </B>siti|e<BR> жажда<BR>-os, -ar"
располагаться,situar • situa • situat,"<B>R: </B>situ|ar<BR>(ситуация) располагаться<BR>-ation, -at"
ситуация|положение,situation • situatione,"ситуация, положение"
или|или|будь|будь,sive - sive • sive,"<B>R: </B>sive - sive<BR>или - или, будь - будь"
шесть|шестьдесят,six,"<B>R: </B>six<BR> шесть, шестьдесят<BR>= 6, sixti =60"
шлам,slamm • slamme,<B>R: </B>slamm<BR>шлам<BR>vid. syn.<A href='bword://mudde'>mudde</A>
трясина|топь,slammiera • slamm,"трясина, топь"
отточить|заострить,slifar • slifa • slifat,"отточить, заострить"
праща|петля,sling,"<B>R: </B>sling<BR> праща, петля<BR>-ar"
сани,slit • slite • slitte,"<B>R: </B>slit<BR>сани<BR>-ar, -via"
чмокать|причмокивать,smaccar • smacca • smaccat,"чмокать, причмокивать"
изумруд,smerald • smeralde,<B>R: </B>smerald<BR>изумруд
наждак,smeril • smerile,<B>R: </B>smeril<BR>наждак
сопение|фырканье,snifflada,"сопение, фырканье"
фыркать|сопеть,snifflar • sniffla • snifflat,"фыркать, сопеть"
вершина,so'mmit • so'mmite • sommit • sommite • sуmmit • sуmmitу,<B>R: </B>so'mmit<BR>вершина
грязный,so'rdid • so'rdidi • sordid • sordidi • sуrdid • sуrdidш,"<B>R: </B>so'rdid<BR>грязный<BR>-ess, -age, in-ar"
трезвый,sobri,<B>R: </B>sobri<BR> трезвый<BR>-eta'
общество|общественность,societa,"общество, общественность"
сообщник,socio,"<B>R: </B>soci|o<BR> сообщник<BR>-eta', -al, --ism, --ist, ---ic. -olog, -ie, -ic"
цоколь,socle,<B>R: </B>socl|e<BR> цоколь
сода,soda,<B>R: </B>sod|a<BR> сода<BR>(Na2 Co3)
мудрый,sof-,"<B>R: </B>sof-<BR> мудрый<BR>-ist, --ic, philo-, theo-, Gr = sapient."
софа',sofa,<B>R: </B>sofa<BR> софа'
порыв|ветра|шквал,soffle,"порыв ветра, шквал"
дуть,soflar • sofla • soflat,<B>R: </B>sofl|ar<BR>дуть<BR>-uore
одинокий|единственный,sol,"<B>R: </B>sol<BR> одинокий, единственный<BR>-ita', --ari, -ist, -men"
солнце,sole,"<B>R: </B>sol|e<BR> солнце<BR>-ari, in -ar, --ation, -isticie"
подошва,solea,<B>R: </B>sole|a<BR> подошва<BR>-ar
воскресенье,soledi' • soledi • soledн,<B>R: </B>soledi'<BR>воскресенье
торжественный,solemni,<B>R: </B>solemn|i<BR> торжественный
соленоид,solenoid,<B>R: </B>solenoid<BR><I><B>*</B></I> соленоид
ходатайствовать|ухаживать,solicitar • solicita • solicitat,"ходатайствовать, ухаживать<BR>см. <A href='bword://sollicitar'>sollicitar</A>"
солидный,solid • solidi,"<B>R: </B>solid<BR>солидный<BR>in-, -ita'"
солидарный,solidari,<B>R: </B>solidari<BR> солидарный
ходатайствовать,sollicitar,<B>R: </B>sollicitar<BR> ходатайствовать
только|лишь,solmen,"только, лишь"
солло,solo,<B>R: </B>solo<BR> солло<BR>music.
рeшать,soluer • solue • soluet,"<B>R: </B>solu|er<BR>(раз)рeшать (проблему)<BR>-tion, in-ent, ab-, dis-, re-, -bil"
решение,solution,решение
вершина,sommit,вершина
видеть|во|сне,somniar • somnia • somniaе,видеть во сне
сон,somnie,"<B>R: </B>somni|e<BR> сон<BR>ar, -os, -atr, -ard, -on, -ator, -еrо, -erie, -ifer, -ific"
звукъ,son • sone,"<B>R: </B>son<BR>звукъ<BR>-ar, -ori, -os, uni-, tri-, con-ant, dis-antie, re-ar, -ator..."
зондъ|дип-лот,sonde,"<B>R: </B>sond|e<BR> зондъ, дип-лот<BR>-ar"
звучный,sonori,<B>R: </B>sonor|i<BR> звучный<BR>-e
колдовать|ворожить,sorciar • sorcia • sorciat,"<B>R: </B>sorci|ar<BR>колдовать, ворожить<BR>-еrо, --ie, -ard, -ada, -age"
старая|карга|ведьма|колдунья,sorciarda,"старая карга, ведьма, колдунья"
грязный,sordid,грязный
жребий|судьба|участь|сорт,sorte • sort,"<B>R: </B>sort<BR>1) жребий, судьба, участь; 2) сорт<BR>1) (syn. fate) -ear, -eator 2) (syn. specie) -ir, ar-ir"
двойник,sosie,двойник
вздох,sospire • sospir,<B>R: </B>sospir<BR>вздох<BR>-ar
часто,sovente,<B>R: </B>sovent|e<BR> часто
верховный|суверенный,soveran,"верховный, суверенный"
пространство,spacie,"<B>R: </B>spaci|e<BR> пространство<BR>-os, -al"
шпага,spade,<B>R: </B>spad|e<BR> шпага
шпалерник,spalier,<B>R: </B>spali|er<BR> шпалерник
сберегать|беречь|щадить,sparnar • sparna • sparnat,"<B>R: </B>sparn|ar<BR>сберегать, беречь, щадить<BR>-age, -ament = economisar, esser indulgent"
воробей,sparro,<B>R: </B>sparr|o<BR> воробей
кобчик,sparvero,<B>R: </B>sparver|o<BR> кобчик
шпат,spat • spate,"<B>R: </B>spat<BR>шпат<BR>(mm.) fluor-, feld-"
особый|специальный,special,"особый, специальный"
род|сорт,specie,"<B>R: </B>speci|e<BR> род, сорт<BR>-al, --isar, --ist"
образец,specimen,образец
представление|мистерия,spectacul,"представление, мистерия"
смотреть,spectar • specta • spectat,"<B>R: </B>spect|ar<BR><B><I>*</B></I> смотреть<BR>-ator, -acle = regardar"
#VALUE!,specter,"<B>R: </B>spect|er<BR><I><B>*</B></I> (-спект)<BR>con-, in-, de-, per-, re-"
спектр,spectre,"<B>R: </B>spectr|e<BR> спектр<BR>-al, --analyse {opt.)"
спекулировать,specular • specula • speculat,"<B>R: </B>specula|r<BR>спекулировать<BR>-nt, -tiv"
зеркало,spegul • spegule • spegle • spegl,"<B>R: </B>speg(u)l<BR>зеркало<BR>-ar, -ear, -arse"
сперма,sperma,<B>R: </B>sperma<BR> сперма<BR>{t} -(t)ozo'o
